ECODISTRIC,month,pe,precip,temp
987,7,114.40066,86.1,15.5
987,8,101.60886,67.1,15.3
987,9,65.49989,62.5,10.9
987,10,31.16072,62,5.7
987,11,0,53.4,-1.2
987,12,0,51.9,-6.5
988,1,0,68.6,-5.8
988,2,0,45.5,-2.3
988,3,10.72707,35,2.2
988,4,43.15786,35.6,7.4
988,5,79.8902,46.7,12.2
988,6,112.7033,61.9,16.1
988,7,126.38011,51.9,18.5
988,8,111.56431,49.4,18
988,9,68.818,51,12.8
988,10,29.96815,50.5,6.6
988,11,1.69179,63.2,0.5
988,12,0,73.6,-4.2
990,1,0,101.6,-3.5
990,2,0,66.7,-1.1
990,3,12.31151,53.8,2.5
990,4,41.3367,47.3,7.1
990,5,77.65711,55.9,11.9
990,6,109.07564,69.7,15.7
990,7,123.77172,56.1,18.3
990,8,110.88869,53.5,18
990,9,69.07213,55.1,12.8
990,10,31.82158,61.4,7
990,11,6.35911,91.1,1.7
990,12,0,108,-2.3
991,1,0,76.8,-3
991,2,0,49.2,-0.1
991,3,14.65913,44.6,3.2
991,4,43.4658,41.1,7.9
991,5,77.76219,52.6,12.4
991,6,109.2574,59.3,16.2
991,7,127.80951,38.6,19.2
991,8,114.83961,40.1,19.1
991,9,72.02061,44.2,13.8
991,10,33.51738,46.3,7.7
991,11,6.40382,78.2,1.9
991,12,0,87.6,-2
992,1,0,40.3,-7.7
992,2,0,24.3,-2.9
992,3,10.01048,23.4,1.9
992,4,40.01976,31.3,6.6
992,5,73.27845,47.5,10.9
992,6,105.42772,52.2,15
992,7,123.40758,37.3,18.1
992,8,108.23827,35.6,17.5
992,9,66.83389,35.1,12
992,10,28.44183,20.4,6
992,11,0,41.5,-0.6
992,12,0,44.7,-6.3
995,1,0,43.6,-9
995,2,0,26.7,-4
995,3,7.42419,22.1,1.5
995,4,39.92006,29.5,6.5
995,5,76.95625,44.7,11.2
995,6,106.72786,54.1,15
995,7,123.08541,40.7,17.8
995,8,108.97507,41,17.3
995,9,66.43934,36,11.9
995,10,27.10858,26.4,5.5
995,11,0,41.4,-1.6
995,12,0,49.1,-7.3
1001,1,0,53.8,-3.2
1001,2,0,33,0.6
1001,3,20.83416,25,5.4
1001,4,47.97834,19.7,9.7
1001,5,84.37229,19.2,14.1
1001,6,120.30624,22.4,18.3
1001,7,140.44896,19.6,21.4
1001,8,126.32572,20.9,21.2
1001,9,77.84362,27.2,15.7
1001,10,35.99417,33.6,9.3
1001,11,6.11343,52,2.4
1001,12,0,57.2,-2.1
1002,1,0,70.6,-2.9
1002,2,0,40.3,0.8
1002,3,20.16027,26,5.2
1002,4,47.1486,22.1,9.5
1002,5,82.97328,22.5,13.9
1002,6,120.54317,25.5,18.3
1002,7,138.67984,25.6,21.1
1002,8,124.7519,24.4,21
1002,9,77.54209,28.7,15.5
1002,10,36.93955,44.9,9.5
1002,11,7.61506,62.8,2.9
1002,12,0,61.5,-1.6
1003,1,0,117.6,-2.2
1003,2,0,82.2,1.4
1003,3,21.14696,63.5,5.4
1003,4,47.14839,39.5,9.5
1003,5,82.39138,29.8,13.8
1003,6,116.96613,26.4,17.9
1003,7,136.18016,22.3,20.8
1003,8,124.07482,24.5,20.9
1003,9,78.13399,41.1,15.6
1003,10,38.00933,77.8,9.7
1003,11,8.01867,113.4,3
1003,12,0,119.9,-1.3
1004,1,0,43.7,-6.1
1004,2,0,28.9,-2.1
1004,3,12.68323,22.4,2.7
1004,4,44.47327,24,7.9
1004,5,80.68625,34.7,12.5
1004,6,114.40879,44.7,16.5
1004,7,127.87514,43.3,18.8
1004,8,112.61586,38.9,18.3
1004,9,69.80765,36.6,13.1
1004,10,29.91067,33,6.8
1004,11,1.57167,42.2,0.5
1004,12,0,51.2,-4.5
1005,1,0,29.9,-4.5
1005,2,0,17.5,-0.6
1005,3,16.83223,12.9,4.2
1005,4,47.48225,16.2,9.3
1005,5,84.98494,24.8,14
1005,6,121.24383,29.2,18.2
1005,7,137.12967,29.7,20.7
1005,8,121.64202,29.9,20.3
1005,9,75.09532,28,14.9
1005,10,33.79995,18.4,8.5
1005,11,4.79572,27.8,1.8
1005,12,0,38.5,-3
1006,1,0,36,-4.8
1006,2,0,21.3,-1.1
1006,3,16.30692,17,3.5
1006,4,43.9224,18.7,7.9
1006,5,78.5293,27.7,12.4
1006,6,111.68922,31.1,16.4
1006,7,126.70088,29.6,19
1006,8,113.29073,28.2,18.6
1006,9,71.5823,26.6,13.6
1006,10,33.4775,19.2,7.6
1006,11,3.23919,30,1
1006,12,0,39.3,-3.9
1007,1,0,36.8,-3.1
1007,2,0,24.8,-0.2
1007,3,16.64459,22.8,4
1007,4,44.88833,25.1,8.5
1007,5,80.4103,34.2,13.1
1007,6,114.99898,36.2,17.3
1007,7,131.91483,31.1,20
1007,8,117.96998,31.4,19.7
1007,9,73.80758,29.3,14.4
1007,10,34.47543,22.9,8.4
1007,11,7.04404,33.7,2.3
1007,12,0,41.6,-2.1
1008,1,0,44.8,-3.9
1008,2,0,31,-0.6
1008,3,16.37811,28.1,3.9
1008,4,45.9471,31.2,8.7
1008,5,81.24489,42.3,13.2
1008,6,115.1183,48.9,17.3
1008,7,131.67699,40.7,20
1008,8,117.49065,38.9,19.6
1008,9,74.01425,34.9,14.5
1008,10,34.00115,29.1,8.2
1008,11,6.1912,42,2
1008,12,0,52.9,-2.6
1009,1,0,84.7,-3.9
1009,2,0,56,-0.1
1009,3,18.34387,44.1,4.1
1009,4,44.56519,41.3,8.3
1009,5,77.3611,39.5,12.4
1009,6,108.91392,40.4,16.3
1009,7,125.86439,34,19.1
1009,8,114.0406,31.6,19
1009,9,75.04485,36.5,14.5
1009,10,36.00481,51.3,8.3
1009,11,5.50555,79.4,1.7
1009,12,0,87.1,-3.2
1010,1,0,32.2,-2.5
1010,2,0,23.3,0.8
1010,3,19.93515,21.9,5.2
1010,4,49.03989,22.1,10
1010,5,85.01849,32.7,14.4
1010,6,120.79247,30.3,18.6
1010,7,138.64647,23,21.4
1010,8,122.55796,28.5,20.8
1010,9,77.33586,18.4,15.7
1010,10,35.94051,16.5,9.3
1010,11,9.09047,27.2,3.3
1010,12,0,39.9,-1.3
1011,1,0,58.3,-5.3
1011,2,0,35.2,-1.5
1011,3,13.81715,33.2,3
1011,4,43.5842,28.4,7.7
1011,5,77.42281,48.2,12.2
1011,6,108.56379,46.5,16
1011,7,125.14853,29.2,18.8
1011,8,111.30621,32.9,18.5
1011,9,71.81203,24.6,13.6
1011,10,33.0063,25,7.4
1011,11,4.15998,45.3,1.2
1011,12,0,60.3,-4.1
1012,1,0,63.1,-3.1
1012,2,0,43.2,-0.5
1012,3,14.34197,42.6,3.1
1012,4,43.2253,41.6,7.8
1012,5,77.93383,53.9,12.4
1012,6,110.57277,62.1,16.3
1012,7,127.677,44.9,19.1
1012,8,113.98013,45.7,18.9
1012,9,71.21385,42.8,13.6
1012,10,32.78801,43.5,7.5
1012,11,7.01963,64,2
1012,12,0,73.2,-2
1013,1,0,86.7,-10.3
1013,2,0,61.2,-5
1013,3,0,50.8,-0.8
1013,4,32.87642,44.9,4.4
1013,5,72.357,50.9,9.3
1013,6,105.20098,72.2,13.2
1013,7,116.11659,72.1,15.3
1013,8,100.45497,75.9,14.7
1013,9,62.83357,81.3,10.1
1013,10,26.84877,73.1,4.6
1013,11,0,75.8,-2.7
1013,12,0,83.1,-8
1015,1,0,43.3,-8.5
1015,2,0,26.6,-3.8
1015,3,7.41956,21.4,1.4
1015,4,39.56034,29.9,6.4
1015,5,75.45762,46.8,11.1
1015,6,106.73857,56.6,15
1015,7,123.73314,41.6,17.9
1015,8,109.07371,41.2,17.4
1015,9,66.39161,36.1,11.9
1015,10,26.89559,25,5.5
1015,11,0,39.9,-1.5
1015,12,0,48.5,-7.1
1017,1,0,84.8,-6.5
1017,2,0,61.4,-2.4
1017,3,7.59472,50.4,1.4
1017,4,38.4677,51.3,6.2
1017,5,72.56294,71.3,10.6
1017,6,102.86768,84.3,14.5
1017,7,122.50477,53.5,17.7
1017,8,108.66071,51,17.3
1017,9,67.83244,52.2,12.1
1017,10,30.06413,51.3,6.1
1017,11,0,86.5,-0.4
1017,12,0,96.5,-5.2
962,1,4.34773,198.5,1.7
962,2,0,147.9,4.5
962,3,28.83827,135.4,6.7
962,4,47.32971,107.7,9.2
962,5,77.29852,92.8,12.9
962,6,102.81196,82.6,15.8
962,7,116.08061,61.8,18
962,8,106.46946,50.9,18.1
962,9,76.93011,96.1,15.2
962,10,43.29484,148.3,10.4
962,11,17.593,198.7,5.3
962,12,5.7317,213.9,2.2
371,1,0,27.3,-20.6
371,2,0,18.4,-17
371,3,0,27.4,-8.9
371,5,68.63845,47.7,9.4
371,4,10.02998,29.8,1.3
371,6,111.3663,83,15
371,7,131.38558,78,18.4
371,8,110.11812,81.1,17
371,9,62.30509,69.2,10.6
371,10,21.32499,50,3.9
371,11,0,38.1,-6.4
371,12,0,27.5,-17.2
375,1,0,24.2,-18.7
375,2,0,16.6,-15.7
375,3,0,24.2,-7.4
375,5,74.85172,59,11.1
375,4,21.30266,33,3.4
375,6,113.44958,89.2,16.1
375,7,130.92756,71.2,19.2
375,8,110.0652,70.4,17.7
375,9,65.78492,59.4,11.9
375,10,26.23689,39.8,5.4
375,11,0,26.6,-4.6
375,12,0,22.9,-15
379,1,0,30,-18.5
379,2,0,19.4,-15
379,3,0,26.3,-7
379,5,73.66743,61,10.8
379,4,20.69672,38.5,3.2
379,6,112.55308,95.8,15.9
379,7,129.19341,81.7,18.9
379,8,108.11286,76.5,17.3
379,9,64.38324,59.5,11.5
379,10,25.70349,42,5.3
379,11,0,28.3,-4.8
379,12,0,24.7,-14.7
380,1,0,27,-18.3
380,2,0,18.8,-14.9
380,3,0,26.5,-6.8
380,5,73.92126,63.2,11
380,4,21.80267,39,3.5
380,6,113.14715,94.3,16.2
380,7,129.533,85.8,19
380,8,108.76103,76.5,17.5
380,9,64.94799,61.4,11.7
380,10,26.29263,39.4,5.4
380,11,0,26.5,-4.6
380,12,0,23.1,-14.5
667,1,0,16.6,-21.5
667,2,0,15.2,-17.6
667,3,0,21,-10.1
667,4,5.13636,26.1,0.5
667,5,67.45799,33.4,8.7
667,6,114.72769,63.3,14.8
667,7,130.62574,68.8,17.7
667,8,108.83216,65.1,16.4
667,9,60.07494,58.3,9.9
667,10,19.71827,37.6,3.5
667,11,0,26.8,-7.7
667,12,0,20.2,-18.1
669,1,0,16.3,-21.5
669,2,0,15.6,-17.5
669,3,0,19.2,-10.4
669,4,8.14195,23.4,1
669,5,74.05755,38.1,9.6
669,6,114.42465,68.4,14.8
669,7,126.67532,69,17.1
669,8,106.23674,62.7,15.8
669,9,58.6505,58.2,9.5
669,10,18.51736,35.3,3.2
669,11,0,24,-8
669,12,0,22.5,-18.1
677,1,0,29.5,-20.1
677,2,0,19,-16.9
677,3,0,25.8,-8.4
677,4,11.87017,28.3,1.7
677,5,67.81174,46.9,9.5
677,6,112.35501,82.7,15.4
677,7,131.50502,69.5,18.7
677,8,111.00276,86.6,17.3
677,9,64.78595,68.9,11.3
677,10,22.89805,52.3,4.4
677,11,0,40,-5.9
677,12,0,28.7,-16.2
709,1,0,21.6,-19.3
709,2,0,19,-15.9
709,3,0,29.6,-8.7
709,10,20.4564,28.5,3.8
709,4,15.76532,25.9,2.2
709,5,74.70444,44.2,10.3
709,6,113.0672,75.3,15.2
709,7,125.45215,75.4,17.6
709,8,105.64539,62.1,16.2
709,9,60.26078,52.9,10.2
709,11,0,21.3,-6.8
709,12,0,23.2,-16.2
714,1,0,20.2,-19.4
714,2,0,18.1,-15.8
714,3,0,31.5,-9.1
714,10,21.02338,29.6,3.7
714,4,14.06352,27.6,1.8
714,5,73.00964,44.6,9.7
714,6,112.87595,73.6,14.9
714,7,125.19481,76.3,17.2
714,8,104.95527,57.4,15.9
714,9,60.0166,53.2,9.9
714,11,0,24.4,-7
714,12,0,24.2,-16.6
715,1,0,20.6,-19
715,2,0,17.7,-15.4
715,3,0,29.2,-8
715,10,22.87434,32.3,4.5
715,4,16.90635,28.2,2.5
715,5,75.84667,47.2,10.8
715,6,116.47872,77.2,15.9
715,7,129.36254,80.1,18.3
715,8,108.57958,65.6,17
715,9,61.83834,57.7,10.8
715,11,0,22.2,-6.2
715,12,0,25,-15.7
716,1,0,20.7,-18.5
716,2,0,18.4,-15.3
716,3,0,26.6,-8.1
716,10,22.73743,32.7,4.3
716,4,16.49564,32.5,2.3
716,5,72.65155,47.3,10.1
716,6,112.05855,77.8,15.3
716,7,125.78529,72.4,17.8
716,8,105.86839,69.2,16.4
716,9,61.19948,59.3,10.4
716,11,0,22.6,-6.1
716,12,0,22.9,-15.2
717,1,0,17.6,-19.3
717,2,0,19.1,-15.3
717,3,0,33.3,-8.5
717,10,24.33433,32,4.6
717,4,16.52926,32.4,2.3
717,5,74.89085,47,10.3
717,6,115.0295,75.8,15.4
717,7,128.52458,75.6,17.9
717,8,106.99906,62.8,16.5
717,9,61.87071,60.4,10.5
717,11,0,27.4,-6.4
717,12,0,26,-15.9
718,1,0,21.5,-18.7
718,2,0,17.5,-15.3
718,3,0,33.7,-8.2
718,10,23.52876,45,4.7
718,4,14.93274,26.9,2.1
718,5,70.89754,45.2,10
718,6,113.8333,75.3,15.5
718,7,132.0893,64.7,18.8
718,8,110.9927,69.6,17.4
718,9,63.92553,69.5,11.2
718,11,0,23.6,-5.6
718,12,0,22.9,-15.5
720,1,0,23.1,-18.9
720,2,0,18.5,-15.4
720,3,0,40.4,-8.4
720,10,22.93587,51.5,4.5
720,4,15.04788,26.4,2.2
720,5,71.4414,43.3,10.1
720,6,113.0016,70.9,15.4
720,7,131.90608,59,18.8
720,8,111.13745,70,17.4
720,9,63.29176,75.2,11.1
720,11,0,22.9,-5.5
720,12,0,23.2,-15.7
723,1,0,21.2,-19.3
723,2,0,16.3,-15.9
723,3,0,25.5,-8
723,10,22.87474,38.2,4.5
723,4,18.38255,33.3,2.7
723,5,74.97549,50.1,10.7
723,6,113.17494,80.5,15.6
723,7,129.08872,65.7,18.5
723,8,108.33733,72.8,17
723,9,63.80834,56.6,11.2
723,11,0,24,-5.8
723,12,0,21.9,-16
724,1,0,24.8,-19.4
724,2,0,17,-16.2
724,3,0,25.5,-8.1
724,10,23.69001,38,4.7
724,4,18.89571,32.2,2.9
724,5,74.82823,53.7,10.8
724,6,113.68466,84.3,15.8
724,7,130.32958,67.3,18.8
724,8,109.21783,73.2,17.3
724,9,64.04959,55.6,11.3
724,11,0,25.7,-5.6
724,12,0,23.5,-15.9
726,1,0,23.9,-18.2
726,2,0,14.5,-15.1
726,3,0,23,-6.9
726,10,27.26309,37,5.8
726,4,23.01883,33.1,3.9
726,5,75.88992,59.5,11.6
726,6,115.98669,84.8,16.8
726,7,132.30532,72.5,19.5
726,8,111.65562,65.2,18.2
726,9,66.26271,56.8,12.2
726,11,0,22.2,-4.5
726,12,0,20.3,-14.4
751,1,0,20.8,-18
751,2,0,18.3,-14.6
751,3,0,26.4,-7.4
751,10,23.26735,26.4,4.7
751,4,20.78088,23.9,3.2
751,5,76.37842,45,11.1
751,6,115.16968,70.3,16.1
751,7,128.46791,69.6,18.5
751,8,108.51583,58.6,17.2
751,9,62.46459,51,11
751,11,0,16.6,-5.8
751,12,0,19.8,-14.9
752,1,0,22.8,-17.2
752,2,0,17.5,-13.8
752,3,0,24.9,-6.7
752,10,24.81236,24.9,5
752,4,21.5323,26.8,3.3
752,5,75.01955,49.8,10.9
752,6,114.005,68.7,16
752,7,128.66906,60.9,18.6
752,8,109.08765,56,17.3
752,9,63.05105,50.4,11.2
752,11,0,16.4,-5.4
752,12,0,22.3,-14.1
753,1,0,20.9,-18.5
753,2,0,18.9,-15.1
753,3,0,23.8,-7.7
753,7,126.69068,70.5,18.2
753,10,22.71716,27.4,4.4
753,4,18.92593,30.5,2.8
753,5,74.38147,43.7,10.6
753,6,113.16539,71.7,15.7
753,8,107.64165,66.8,16.9
753,9,62.22728,52.8,10.8
753,11,0,17.7,-6
753,12,0,20.2,-15.3
757,1,0,20.7,-17.9
757,2,0,20.4,-14.1
757,3,0,22.7,-6.7
757,7,131.07114,71.9,19.2
757,10,26.33529,27.6,5.6
757,4,23.03616,38.8,3.6
757,5,76.66048,53.2,11.6
757,6,115.51991,75,16.5
757,8,110.69042,70.5,17.8
757,9,65.0873,50.2,11.8
757,11,0,16.5,-5
757,12,0,20.2,-14.5
758,1,0,22.4,-17.5
758,2,0,19.8,-14.1
758,3,0,23.5,-6.6
758,7,130.95813,71.7,19.3
758,10,25.85971,28,5.4
758,4,23.03368,37.7,3.9
758,5,77.46302,51.8,11.7
758,6,117.0483,74.4,16.8
758,8,111.22677,70.2,18
758,9,65.27794,51.6,11.9
758,11,0,17.8,-4.9
758,12,0,21,-14.3
759,1,0,19.6,-18.2
759,2,0,21.8,-14
759,3,0,22.4,-6.7
759,7,130.87627,70.6,19.1
759,10,26.70461,27.7,5.7
759,4,23.18553,39.4,3.5
759,5,76.22165,53.1,11.6
759,6,114.67767,76,16.3
759,8,110.53058,70.4,17.7
759,9,64.72328,49.2,11.6
759,11,0,15.4,-5.1
759,12,0,19.9,-14.6
760,1,0,21.7,-16.3
760,2,0,17.7,-13.1
760,3,0,23,-5.9
760,7,129.54182,65.6,19.1
760,10,24.355,25.8,5
760,4,24.23977,32.4,3.9
760,5,76.55597,49.9,11.3
760,6,115.08582,74.1,16.4
760,8,110.12754,57.9,17.8
760,9,63.56279,50.6,11.5
760,11,0,15.2,-4.9
760,12,0,19.8,-13.7
763,1,0,23.2,-16.8
763,2,0,19.1,-13.2
763,3,0,21.5,-6
763,7,131.26227,67.1,19.5
763,10,25.70044,27.3,5.4
763,4,25.42161,34.3,4.2
763,5,76.57059,50.1,11.6
763,6,116.98676,74.2,16.9
763,8,111.65557,62.6,18.1
763,9,64.97486,50.9,11.9
763,11,0,16.2,-4.6
763,12,0,20.4,-13.7
764,1,0,22.6,-17.3
764,2,0,20.4,-13.9
764,3,0,25.3,-6.7
764,7,130.37274,73.3,19.2
764,10,26.31422,28.6,5.5
764,4,22.60491,41,3.8
764,5,76.22451,55.1,11.5
764,6,115.49798,79,16.6
764,8,110.87216,72.1,17.9
764,9,65.19991,50.7,11.9
764,11,0,19.6,-4.9
764,12,0,22.7,-14.1
765,1,0,23.3,-16.7
765,2,0,18.9,-12.9
765,3,0,22.9,-6
765,7,130.56143,69,19.4
765,10,26.95715,29.3,5.5
765,4,24.33068,38.2,4.1
765,5,77.29006,55,11.7
765,6,115.27535,81.8,16.7
765,8,111.07025,68.6,18
765,9,65.60838,51.8,12
765,11,0,17.8,-4.6
765,12,0,21.8,-13.5
766,1,0,22.8,-17.1
766,2,0,19.8,-13.6
766,3,0,26.5,-6.4
766,7,131.12018,74.3,19.4
766,10,27.80903,33.5,5.9
766,4,21.88538,41.7,3.7
766,5,75.21013,60.8,11.4
766,6,115.48701,81,16.7
766,8,112.49013,68,18.3
766,9,66.31351,54.8,12.2
766,11,0,22.1,-4.5
766,12,0,23.6,-13.8
839,1,0,19.5,-18.7
839,2,0,17.2,-15.7
839,3,0,30.1,-8.5
839,4,15.22792,33.1,2.2
839,5,73.87006,48.4,10.4
839,6,115.20488,72.2,15.8
839,7,128.37313,70.9,18.2
839,8,108.14306,66.9,16.8
839,9,61.94284,59.7,10.8
839,10,23.44101,29.7,4.5
839,11,0,23.1,-6
839,12,0,25.3,-15.7
840,1,0,20.3,-17.9
840,2,0,16.8,-14.8
840,3,0,25.6,-7.6
840,4,17.94852,30.5,2.7
840,5,73.1436,52.1,10.6
840,6,116.03783,79.7,16.1
840,7,130.36622,69.6,18.7
840,8,109.86479,67,17.3
840,9,64.04649,62.4,11.3
840,10,25.93444,32.4,5.2
840,11,0,22.6,-5.2
840,12,0,22.5,-14.8
841,1,0,22.9,-17.8
841,2,0,18.1,-14.7
841,3,0,26.2,-7.4
841,4,17.45639,34.8,2.7
841,5,74.51322,51.3,10.9
841,6,116.7082,80.8,16.4
841,7,132.84805,66.9,19.3
841,8,111.36234,70.7,17.7
841,9,65.92493,58.5,11.9
841,10,24.74512,37.4,5.2
841,11,0,23,-5
841,12,0,23.2,-14.7
843,1,0,22.8,-17.1
843,2,0,18.4,-13.7
843,3,0,23.5,-6.4
843,4,21.11873,31.8,3.3
843,5,74.25978,49.9,10.9
843,6,116.86119,88.6,16.4
843,7,133.00769,70,19.3
843,8,110.8427,75.3,17.7
843,9,64.59624,65.4,11.7
843,10,25.66194,37.9,5.4
843,11,0,23.1,-4.8
843,12,0,25,-14.1
844,1,0,21.6,-17
844,2,0,17.8,-13.7
844,3,0,23.9,-6.4
844,4,20.82336,33.2,3.3
844,5,74.46655,49.2,11
844,6,116.56427,86.4,16.4
844,7,132.35616,71.7,19.2
844,8,110.68656,74.2,17.7
844,9,64.60439,65.5,11.6
844,10,25.25661,36.3,5.3
844,11,0,22.4,-4.9
844,12,0,23.7,-14.2
846,1,0,17.7,-18.2
846,2,0,17.2,-14.8
846,3,0,22,-7
846,4,21.7083,35.9,3.6
846,5,78.66336,48.4,11.8
846,6,116.90268,77.5,16.6
846,7,132.16444,66.2,19.3
846,8,111.14463,68.4,17.9
846,9,65.73817,53.8,12
846,10,25.18925,31.7,5.3
846,11,0,20.4,-5
846,12,0,19.1,-15.2
847,1,0,21.7,-17.9
847,2,0,17.6,-14.7
847,3,0,24.3,-7.3
847,4,19.28149,35.4,3.1
847,5,75.38746,51,11.2
847,6,116.69847,76.3,16.6
847,7,131.54172,67.5,19.2
847,8,111.00383,66.7,17.8
847,9,66.06683,51.2,11.9
847,10,25.9501,32.6,5.4
847,11,0,21.9,-4.9
847,12,0,20.5,-14.6
848,1,0,24,-17.6
848,2,0,18.3,-14.4
848,3,0,27.3,-7
848,4,18.74011,35.4,3
848,5,76.16487,53.2,11.3
848,6,117.18294,80.4,16.6
848,7,131.66819,70.4,19.2
848,8,110.49757,72,17.7
848,9,65.87839,50,12
848,10,25.06916,39.1,5.3
848,11,0,24.5,-4.9
848,12,0,23.1,-14.8
849,1,0,24.5,-18.3
849,2,0,17.3,-15
849,3,0,24.5,-7.1
849,4,23.12353,35.3,3.9
849,5,77.70369,57.8,11.8
849,6,116.73287,82.9,16.9
849,7,132.44333,71.8,19.6
849,8,112.24535,67.5,18.2
849,9,67.39199,51.3,12.4
849,10,26.11182,34.1,5.6
849,11,0,22.1,-4.7
849,12,0,22.1,-14.4
850,1,0,23.3,-17.4
850,2,0,19.4,-13.9
850,3,0,26,-6.6
850,4,22.45909,38.3,3.7
850,5,77.15122,53.8,11.7
850,6,117.59069,77,16.8
850,7,131.90328,69.5,19.4
850,8,111.9775,68.9,18.1
850,9,66.56833,51.9,12.2
850,10,26.7271,32.5,5.7
850,11,0,21.4,-4.6
850,12,0,22.2,-14.1
851,1,0,24.4,-17.6
851,2,0,18.4,-14.4
851,3,0,26,-7
851,4,20.62882,36.6,3.5
851,5,77.79746,52.5,11.7
851,6,118.38551,78.4,16.9
851,7,133.37832,71.9,19.6
851,8,112.0163,70.9,18.1
851,9,66.49892,53.1,12.2
851,10,26.17669,34.1,5.6
851,11,0,22.3,-4.6
851,12,0,23.5,-14.4
852,1,0,25.2,-16.8
852,2,0,19.9,-13.5
852,3,0,28.7,-6.2
852,4,24.39281,40.1,4.3
852,5,78.68776,57.7,12.2
852,6,118.95869,79.2,17.4
852,7,133.85561,69.5,20
852,8,114.17531,62.6,18.7
852,9,68.63985,51,12.8
852,10,27.52073,34.1,6.1
852,11,0,22.4,-4.1
852,12,0,24.6,-13.5
853,1,0,26.4,-17.5
853,2,0,19.8,-14.2
853,3,0,29,-6.2
853,4,24.75075,38,4.5
853,5,78.88562,60.2,12.4
853,6,119.91879,82,17.6
853,7,134.56945,75.5,20.2
853,8,115.17284,64.3,19
853,9,68.90277,51.3,13
853,10,28.70718,33.3,6.5
853,11,0,24.7,-4
853,12,0,26.3,-13.2
854,1,0,23.5,-17.1
854,2,0,20.1,-13.7
854,3,0,30.2,-6.5
854,4,23.38978,41.4,3.9
854,5,75.72678,57.7,11.4
854,6,115.65996,79.6,16.7
854,7,130.5527,73.5,19.3
854,8,111.04609,69.2,18.1
854,9,65.6135,56.9,12
854,10,26.22663,35.4,5.6
854,11,0,24.9,-4.9
854,12,0,24.7,-14.1
855,1,0,30.6,-16.4
855,2,0,25.2,-12.6
855,3,0,30.8,-5.7
855,4,22.96365,46.1,3.6
855,5,75.44917,62.3,11.2
855,6,112.5134,90.5,16
855,7,127.52462,75.8,18.7
855,8,109.15471,75.3,17.5
855,9,63.37495,56.1,11.4
855,10,23.9727,34.8,4.9
855,11,0,23.7,-5.1
855,12,0,27,-13.5
376,1,0,24.2,-18.7
376,2,0,16.6,-15.7
376,3,0,24.2,-7.4
376,4,21.30266,33,3.4
376,5,74.85172,59,11.1
376,6,113.44958,89.2,16.1
376,7,130.92756,71.2,19.2
376,8,110.0652,70.4,17.7
376,9,65.78492,59.4,11.9
376,10,26.23689,39.8,5.4
376,11,0,26.6,-4.6
376,12,0,22.9,-15
481,1,0,73.1,-13.8
481,2,0,61.6,-12.3
481,5,61.76016,84.2,8.3
481,3,0,74,-6.1
481,4,9.06389,64.6,1.1
481,6,104.60048,85.1,14.3
481,7,120.59616,105.6,17.2
481,8,101.54106,103.5,15.7
481,9,63.30178,95.8,10.5
481,10,26.16584,91.4,4.6
481,11,0,87.1,-2.1
481,12,0,92.4,-10.4
484,1,0,79.3,-12.2
484,2,0,60.7,-10.8
484,5,60.09517,88,8.2
484,3,0,72.4,-5
484,4,10.84047,70.6,1.4
484,6,102.32903,88.9,14.1
484,7,120.71105,102.7,17.4
484,8,104.18115,107.8,16.3
484,9,65.9227,95.7,11.2
484,10,29.99957,100.9,5.5
484,11,0,90.8,-0.9
484,12,0,97,-8.9
485,1,0,84.6,-11.5
485,2,0,61.1,-10.1
485,5,60.0082,85.5,8.5
485,3,0,79.7,-4.6
485,4,11.82712,78.6,1.7
485,6,104.26489,82.5,14.8
485,7,124.47939,91.2,18.2
485,8,107.03992,95.8,17.1
485,9,68.56249,77.2,12
485,10,31.88718,88.1,6.2
485,11,0,88.8,0
485,12,0,108.6,-7.8
486,1,0,77.1,-13.5
486,2,0,58.4,-11.8
486,5,64.46803,81.9,9
486,3,0,66,-5.4
486,4,13.86638,61.4,1.7
486,6,105.09647,88,14.5
486,7,120.23829,115.3,17.4
486,8,101.69069,103.2,15.9
486,9,63.86713,95.7,10.8
486,10,27.24013,85.8,5
486,11,0,86,-1.7
486,12,0,96.9,-10.2
487,1,0,70.9,-13.6
487,2,0,58.5,-12
487,5,65.30436,82.1,9.3
487,3,0,65.6,-5.4
487,4,15.25848,66.8,2.1
487,6,106.13512,85.3,14.9
487,7,120.7886,104.4,17.6
487,8,103.2119,103.4,16.3
487,9,65.57528,93.3,11.3
487,10,29.39894,85,5.6
487,11,0,86.6,-1.2
487,12,0,88.3,-9.7
488,1,0,90.3,-11.5
488,2,0,70.8,-10
488,5,64.29669,100.4,9.5
488,3,0,89.3,-4.2
488,4,15.88549,86.8,2.4
488,6,105.65228,91.1,15.2
488,7,124.28207,101,18.4
488,8,106.56901,94.4,17.2
488,9,67.07265,96.7,11.9
488,10,30.28316,95.5,5.9
488,11,0,109.9,-0.4
488,12,0,117,-8.2
489,1,0,85.9,-12.7
489,2,0,64,-11.8
489,5,63.66318,94.6,9.1
489,3,0,86.1,-5.2
489,4,10.96381,78.3,1.7
489,6,104.98118,95.2,14.4
489,7,120.10552,111.5,17.6
489,8,103.48009,106.7,16.3
489,9,63.37572,102.1,11
489,10,26.66949,90.8,4.9
489,11,0,104.1,-1.6
489,12,0,117.7,-9.2
490,1,0,82.7,-12.6
490,2,0,56.2,-11.2
